,season,player_name,height (in),pts,reb,ast,college,country,team
1042,2018-19,Mason Plumlee,83.0,7.8,6.4,3.0,Duke,USA,DEN
1043,2017-18,Mason Plumlee,83.0,7.1,5.4,1.9,Duke,USA,DEN
1044,2016-17,Matt Barnes,79.0,7.1,5.2,2.6,UCLA,USA,GSW
1045,2017-18,Matt Costello,82.0,1.0,2.3,0.5,Michigan State,USA,SAS
1046,2017-18,Matt Williams Jr.,77.0,1.7,0.3,0.0,Central Florida,USA,MIA
1047,2016-17,Matthew Dellavedova,76.0,7.6,1.9,4.7,Saint Mary's (CA),Australia,MIL
1048,2017-18,Matthew Dellavedova,76.0,4.3,1.7,3.8,St. Mary's (CA),Australia,MIL
1049,2018-19,Matthew Dellavedova,76.0,5.9,1.6,3.8,St. Mary's (CA),Australia,CLE
1050,2017-18,Maurice Harkless,81.0,6.5,2.7,0.9,"St. John's, N.Y.",USA,POR
1051,2016-17,Maurice Harkless,81.0,10.0,4.4,1.1,St. John's (NY),USA,POR
1052,2018-19,Maurice Harkless,81.0,7.7,4.5,1.2,"St. John's, N.Y.",USA,POR
1053,2016-17,Maurice Ndour,81.0,3.1,2.0,0.3,Ohio U.,Senegal,NYK
1054,2018-19,Maxi Kleber,83.0,6.8,4.6,1.0,None,Germany,DAL
1055,2017-18,Maxi Kleber,83.0,5.4,3.3,0.7,None,Germany,DAL
1056,2018-19,Melvin Frazier Jr.,78.0,1.5,0.5,0.1,Tulane,USA,ORL
1057,2016-17,Metta World Peace,79.0,2.3,0.8,0.4,St. John's (NY),USA,LAL
1058,2016-17,Meyers Leonard,85.0,5.4,3.2,1.0,Illinois,USA,POR
1059,2017-18,Meyers Leonard,85.0,3.4,2.1,0.5,Illinois,USA,POR
1060,2018-19,Meyers Leonard,85.0,5.9,3.8,1.2,Illinois,USA,POR
1061,2016-17,Michael Beasley,82.0,9.4,3.4,0.9,Kansas State,USA,MIL
1062,2018-19,Michael Beasley,81.0,7.0,2.3,1.0,Kansas State,USA,LAL
1063,2017-18,Michael Beasley,81.0,13.2,5.6,1.7,Kansas State,USA,NYK
1064,2018-19,Michael Carter-Williams,78.0,4.8,2.5,2.5,Syracuse,USA,ORL
1065,2017-18,Michael Carter-Williams,78.0,4.6,2.7,2.2,Syracuse,USA,CHA
1066,2016-17,Michael Carter-Williams,78.0,6.6,3.4,2.5,Syracuse,USA,CHI
1067,2016-17,Michael Gbinije,79.0,0.4,0.3,0.2,Syracuse,USA,DET
1068,2017-18,Michael Kidd-Gilchrist,79.0,9.2,4.1,1.0,Kentucky,USA,CHA
1069,2018-19,Michael Kidd-Gilchrist,79.0,6.7,3.8,1.0,Kentucky,USA,CHA
1070,2016-17,Michael Kidd-Gilchrist,79.0,9.2,7.0,1.4,Kentucky,USA,CHA
1071,2018-19,Mikal Bridges,79.0,8.3,3.2,2.1,Villanova,USA,PHX
1072,2017-18,Mike Conley,73.0,17.1,2.3,4.1,Ohio State,USA,MEM
1073,2018-19,Mike Conley,73.0,21.1,3.4,6.4,Ohio State,USA,MEM
1074,2016-17,Mike Conley,73.0,20.5,3.5,6.3,Ohio State,USA,MEM
1075,2016-17,Mike Dunleavy,81.0,5.2,2.2,0.9,Duke,USA,ATL
1076,2017-18,Mike James,73.0,9.3,2.5,3.5,Lamar,USA,PHX
1077,2016-17,Mike Miller,80.0,1.4,1.9,1.1,Florida,USA,DEN
1078,2016-17,Mike Muscala,83.0,6.2,3.4,1.4,Bucknell,USA,ATL
1079,2017-18,Mike Muscala,83.0,7.6,4.3,1.0,Bucknell,USA,ATL
1080,2018-19,Mike Muscala,83.0,7.0,3.8,1.2,Bucknell,USA,LAL
1081,2017-18,Mike Scott,80.0,8.8,3.3,1.1,Virginia,USA,WAS
1082,2018-19,Mike Scott,80.0,5.8,3.5,0.8,Virginia,USA,PHI
1083,2016-17,Mike Scott,80.0,2.5,2.1,0.9,Virginia,USA,ATL
1084,2016-17,Mike Tobey,84.0,1.0,1.5,0.5,Virginia,USA,CHA
1085,2018-19,Miles Bridges,79.0,7.5,4.0,1.2,Michigan State,USA,CHA
1086,2016-17,Miles Plumlee,83.0,2.5,2.1,0.5,Duke,USA,CHA
1087,2018-19,Miles Plumlee,83.0,4.4,2.2,0.9,Duke,USA,ATL
1088,2017-18,Miles Plumlee,83.0,4.3,4.1,0.8,Duke,USA,ATL
1089,2018-19,Milos Teodosic,77.0,3.2,1.1,2.1,None,Serbia,LAC
1090,2017-18,Milos Teodosic,77.0,9.5,2.8,4.6,None,Serbia,LAC
1091,2017-18,Milton Doyle,76.0,3.4,1.8,1.0,Loyola (IL),USA,BKN
1092,2016-17,Mindaugas Kuzminskas,81.0,6.3,1.9,1.0,None,Lithuania,NYK
1093,2017-18,Mindaugas Kuzminskas,81.0,0.0,0.0,0.0,None,Lithuania,NYK
1094,2017-18,Mirza Teletovic,81.0,7.1,2.3,1.0,None,Bosnia and Herzegovina,MIL
1095,2016-17,Mirza Teletovic,81.0,6.4,2.3,0.7,None,Bosnia,MIL
1096,2018-19,Mitchell Creek,78.0,4.2,2.4,1.2,None,Australia,MIN
1097,2018-19,Mitchell Robinson,85.0,7.3,6.4,0.6,None,USA,NYK
1098,2018-19,Mo Bamba,84.0,6.2,5.0,0.8,University of Texas at Austin,USA,ORL
1099,2016-17,Monta Ellis,75.0,8.5,2.8,3.2,None,USA,IND
1100,2018-19,Monte Morris,75.0,10.4,2.4,3.6,Iowa State,USA,DEN
1101,2017-18,Monte Morris,75.0,3.3,0.7,2.3,Iowa State,USA,DEN
1102,2018-19,Montrezl Harrell,80.0,16.6,6.5,2.0,Louisville,USA,LAC
1103,2016-17,Montrezl Harrell,80.0,9.1,3.8,1.1,Louisville,USA,HOU
1104,2017-18,Montrezl Harrell,80.0,11.0,4.0,1.0,Louisville,USA,LAC
1105,2018-19,Moritz Wagner,83.0,4.8,2.0,0.6,Michigan,Germany,LAL
1106,2017-18,Myke Henry,78.0,5.4,1.9,1.1,None,USA,MEM
1107,2016-17,Myles Turner,83.0,14.5,7.3,1.3,Texas,USA,IND
1108,2018-19,Myles Turner,83.0,13.3,7.2,1.6,Texas,USA,IND
1109,2017-18,Myles Turner,83.0,12.7,6.4,1.3,Texas,USA,IND
1110,2017-18,Nate Wolters,76.0,0.4,0.4,0.2,South Dakota State,USA,UTA
1111,2018-19,Naz Mitrou-Long,76.0,1.1,0.4,1.1,Iowa State,Canada,UTA
1112,2017-18,Naz Mitrou-Long,76.0,3.0,0.0,0.0,Iowa State,Canada,UTA
1113,2016-17,Nemanja Bjelica,82.0,6.2,3.8,1.2,None,Serbia,MIN
1114,2017-18,Nemanja Bjelica,82.0,6.8,4.1,1.3,None,Serbia,MIN
1115,2018-19,Nemanja Bjelica,82.0,9.6,5.8,1.9,None,Serbia,SAC
1116,2016-17,Nene,83.0,9.1,4.2,1.0,None,Brazil,HOU
1117,2017-18,Nene,83.0,6.5,3.4,0.9,None,Brazil,HOU
1118,2018-19,Nene,83.0,3.6,2.9,0.6,None,Brazil,HOU
1119,2017-18,Nerlens Noel,83.0,4.4,5.6,0.7,Kentucky,USA,DAL
1120,2016-17,Nerlens Noel,83.0,8.7,5.8,1.0,Kentucky,USA,DAL
1121,2018-19,Nerlens Noel,83.0,4.9,4.2,0.6,Kentucky,USA,OKC
1122,2016-17,Nick Collison,82.0,1.7,1.6,0.6,Kansas,USA,OKC
1123,2017-18,Nick Collison,82.0,2.1,1.3,0.3,Kansas,USA,OKC
1124,2017-18,Nick Young,79.0,7.3,1.6,0.5,USC,USA,GSW
1125,2016-17,Nick Young,79.0,13.2,2.3,1.0,Southern California,USA,LAL
1126,2018-19,Nick Young,79.0,2.3,0.3,0.5,USC,USA,DEN
1127,2018-19,Nicolas Batum,80.0,9.3,5.2,3.3,None,France,CHA
1128,2017-18,Nicolas Batum,80.0,11.6,4.8,5.5,None,France,CHA
1129,2016-17,Nicolas Batum,80.0,15.1,6.2,5.9,None,France,CHA
1130,2017-18,Nicolas Brussino,80.0,0.0,0.8,0.0,None,Argentina,ATL
1131,2016-17,Nicolas Brussino,80.0,2.8,1.8,0.9,None,Argentina,DAL
1132,2016-17,Nicolas Laprovittola,76.0,3.3,0.6,1.6,None,Argentina,SAS
1133,2017-18,Nigel Hayes,79.0,3.0,2.4,0.7,Wisconsin,USA,SAC
1134,2016-17,Nik Stauskas,78.0,9.5,2.8,2.4,Michigan,Canada,PHI
1135,2017-18,Nik Stauskas,78.0,4.4,1.6,1.0,Michigan,Canada,BKN
1136,2018-19,Nik Stauskas,78.0,5.9,1.9,1.2,Michigan,Canada,CLE
1137,2017-18,Nikola Jokic,82.0,18.5,10.7,6.1,None,Serbia,DEN
1138,2016-17,Nikola Jokic,82.0,16.7,9.8,4.9,None,Serbia,DEN
1139,2018-19,Nikola Jokic,84.0,20.1,10.8,7.3,None,Serbia,DEN
1140,2016-17,Nikola Mirotic,82.0,10.6,5.5,1.1,None,Montenegro,CHI
1141,2017-18,Nikola Mirotic,82.0,15.6,7.4,1.5,None,Montenegro,NOP
1142,2018-19,Nikola Mirotic,82.0,15.2,7.4,1.2,None,Montenegro,MIL
1143,2017-18,Nikola Vucevic,84.0,16.5,9.2,3.4,USC,Montenegro,ORL
1144,2018-19,Nikola Vucevic,84.0,20.8,12.0,3.8,USC,Montenegro,ORL
1145,2016-17,Nikola Vucevic,84.0,14.6,10.4,2.8,Southern California,Montenegro,ORL
1146,2018-19,Noah Vonleh,81.0,8.4,7.8,1.9,Indiana,USA,NYK
1147,2017-18,Noah Vonleh,81.0,4.9,5.8,0.6,Indiana,USA,CHI
1148,2016-17,Noah Vonleh,81.0,4.4,5.2,0.4,Indiana,USA,POR
1149,2017-18,Norman Powell,76.0,5.5,1.7,1.3,UCLA,USA,TOR
1150,2018-19,Norman Powell,76.0,8.6,2.3,1.5,UCLA,USA,TOR
1151,2016-17,Norman Powell,76.0,8.4,2.2,1.1,UCLA,USA,TOR
1152,2016-17,Norris Cole,74.0,3.3,0.8,1.1,Cleveland State,USA,OKC
1153,2018-19,OG Anunoby,80.0,7.0,2.9,0.7,Indiana,United Kingdom,TOR
1154,2017-18,OG Anunoby,80.0,5.9,2.5,0.7,Indiana,United Kingdom,TOR
1155,2017-18,Okaro White,80.0,3.3,1.8,0.3,Florida State,USA,CLE
1156,2018-19,Okaro White,80.0,0.0,0.7,0.0,Florida State,USA,WAS
1157,2016-17,Okaro White,80.0,2.8,2.3,0.6,Florida State,USA,MIA
1158,2017-18,Omari Johnson,81.0,5.5,2.8,1.8,Oregon State,Jamaica,MEM
1159,2018-19,Omari Spellman,81.0,5.9,4.2,1.0,Villanova,USA,ATL
1160,2017-18,Omer Asik,84.0,1.2,2.6,0.2,None,Turkey,CHI
1161,2016-17,Omer Asik,84.0,2.7,5.3,0.5,None,Turkey,NOP
1162,2016-17,Omri Casspi,81.0,5.2,3.1,1.0,None,Israel,MIN
1163,2017-18,Omri Casspi,81.0,5.7,3.8,1.0,None,Israel,GSW
1164,2018-19,Omri Casspi,81.0,6.3,3.2,0.7,None,Israel,MEM
1165,2016-17,Otto Porter Jr.,80.0,13.4,6.4,1.5,Georgetown,USA,WAS
1166,2017-18,Otto Porter Jr.,80.0,14.7,6.4,2.0,Georgetown,USA,WAS
1167,2018-19,Otto Porter Jr.,80.0,13.9,5.6,2.1,Georgetown,USA,CHI
1168,2017-18,P.J. Tucker,78.0,6.1,5.6,0.9,Texas,USA,HOU
1169,2018-19,P.J. Tucker,78.0,7.3,5.8,1.2,Texas,USA,HOU
1170,2018-19,PJ Dozier,78.0,3.2,2.8,0.8,South Carolina,USA,BOS
1171,2017-18,PJ Dozier,78.0,1.0,0.5,0.0,South Carolina,USA,OKC
1172,2016-17,PJ Tucker,78.0,6.7,5.8,1.2,Texas,USA,TOR
1173,2016-17,Pascal Siakam,81.0,4.2,3.4,0.3,New Mexico State,Cameroon,TOR
1174,2017-18,Pascal Siakam,81.0,7.3,4.5,2.0,New Mexico State,Cameroon,TOR
1175,2018-19,Pascal Siakam,81.0,16.9,6.9,3.1,New Mexico State,Cameroon,TOR
1176,2018-19,Pat Connaughton,76.0,6.9,4.2,2.0,Notre Dame,USA,MIL
1177,2017-18,Pat Connaughton,77.0,5.4,2.0,1.1,Notre Dame,USA,POR
1178,2016-17,Pat Connaughton,77.0,2.5,1.3,0.7,Notre Dame,USA,POR
1179,2016-17,Patricio Garino,78.0,0.0,1.4,0.0,George Washington,Argentina,ORL
1180,2017-18,Patrick Beverley,73.0,12.2,4.1,2.9,None,USA,LAC
1181,2016-17,Patrick Beverley,73.0,9.5,5.9,4.2,Arkansas,USA,HOU
1182,2018-19,Patrick Beverley,73.0,7.6,5.0,3.8,None,USA,LAC
1183,2016-17,Patrick McCaw,79.0,4.0,1.4,1.1,Nevada-Las Vegas,USA,GSW
1184,2017-18,Patrick McCaw,79.0,4.0,1.4,1.4,UNLV,USA,GSW
1185,2018-19,Patrick McCaw,79.0,2.6,1.7,1.0,UNLV,USA,TOR
1186,2017-18,Patrick Patterson,81.0,3.9,2.4,0.7,Kentucky,USA,OKC
1187,2018-19,Patrick Patterson,81.0,3.6,2.3,0.5,Kentucky,USA,OKC
1188,2016-17,Patrick Patterson,81.0,6.8,4.5,1.2,Kentucky,USA,TOR
1189,2018-19,Patty Mills,72.0,9.9,2.2,3.0,St. Mary's (CA),Australia,SAS
1190,2016-17,Patty Mills,72.0,9.5,1.8,3.5,Saint Mary's (CA),Australia,SAS
1191,2017-18,Patty Mills,72.0,10.0,1.9,2.8,St. Mary's (CA),Australia,SAS
1192,2017-18,Pau Gasol,84.0,10.1,8.0,3.1,None,Spain,SAS
1193,2016-17,Pau Gasol,84.0,12.4,7.8,2.3,None,Spain,SAS
1194,2018-19,Pau Gasol,84.0,3.9,4.6,1.7,None,Spain,MIL
1195,2018-19,Paul George,81.0,28.0,8.2,4.1,Fresno State,USA,OKC
1196,2016-17,Paul George,81.0,23.7,6.6,3.3,Fresno State,USA,IND
1197,2017-18,Paul George,81.0,21.9,5.7,3.3,Fresno State,USA,OKC
1198,2018-19,Paul Millsap,80.0,12.6,7.2,2.0,Louisiana Tech,USA,DEN
1199,2016-17,Paul Millsap,80.0,18.1,7.7,3.7,Louisiana Tech,USA,ATL
1200,2017-18,Paul Millsap,80.0,14.6,6.4,2.8,Louisiana Tech,USA,DEN
1201,2016-17,Paul Pierce,79.0,3.2,1.9,0.4,Kansas,USA,LAC
1202,2016-17,Paul Zipser,80.0,5.5,2.8,0.8,None,Germany,CHI
1203,2017-18,Paul Zipser,80.0,4.0,2.4,0.9,None,Germany,CHI
1204,2016-17,Pierre Jackson,70.0,4.4,1.1,2.4,Baylor,USA,DAL
1205,2017-18,Quincy Acy,79.0,5.9,3.7,0.8,Baylor,USA,BKN
1206,2018-19,Quincy Acy,79.0,1.7,2.5,0.8,Baylor,USA,PHX
1207,2016-17,Quincy Acy,79.0,5.8,3.0,0.5,Baylor,USA,BKN
1208,2018-19,Quincy Pondexter,79.0,1.8,0.9,0.5,Washington,USA,SAS
1209,2017-18,Quincy Pondexter,79.0,2.0,1.2,0.4,Washington,USA,CHI
1210,2018-19,Quinn Cook,74.0,6.9,2.1,1.6,Duke,USA,GSW
1211,2016-17,Quinn Cook,74.0,5.6,0.5,1.9,Duke,USA,NOP
1212,2017-18,Quinn Cook,74.0,9.5,2.5,2.7,Duke,USA,GSW
1213,2018-19,RJ Hunter,77.0,17.0,3.0,3.0,Georgia State,USA,BOS
1214,2016-17,RJ Hunter,77.0,0.0,0.3,0.0,Georgia State,USA,CHI
1215,2017-18,RJ Hunter,77.0,3.8,1.0,0.6,Georgia State,USA,HOU
1216,2016-17,Rajon Rondo,73.0,7.8,5.1,6.7,Kentucky,USA,CHI
1217,2018-19,Rajon Rondo,73.0,9.2,5.3,8.0,Kentucky,USA,LAL
1218,2017-18,Rajon Rondo,73.0,8.3,4.0,8.2,Kentucky,USA,NOP
1219,2016-17,Rakeem Christmas,81.0,2.0,1.9,0.1,Syracuse,USA,IND
1220,2017-18,Ramon Sessions,75.0,4.9,1.4,2.8,Nevada-Reno,USA,WAS
1221,2016-17,Ramon Sessions,75.0,6.2,1.5,2.6,Nevada,USA,CHA
1222,2016-17,Randy Foye,76.0,5.2,2.2,2.0,Villanova,USA,BKN
1223,2017-18,Rashad Vaughn,78.0,2.3,0.8,0.5,Nevada-Las Vegas,USA,MIL
1224,2016-17,Rashad Vaughn,78.0,3.5,1.2,0.6,UNLV,USA,MIL
1225,2016-17,Raul Neto,73.0,2.5,0.8,0.9,None,Brazil,UTA
1226,2018-19,Raul Neto,73.0,5.3,1.7,2.5,None,Brazil,UTA
1227,2017-18,Raul Neto,73.0,4.5,1.2,1.8,None,Brazil,UTA
1228,2018-19,Rawle Alkins,77.0,3.7,2.6,1.3,None,USA,CHI
1229,2018-19,Ray Spalding,82.0,3.9,3.4,0.4,Louisville,USA,PHX
1230,2016-17,Raymond Felton,73.0,6.7,2.7,2.4,North Carolina,USA,LAC
1231,2018-19,Raymond Felton,73.0,4.3,1.0,1.6,North Carolina,USA,OKC
1232,2017-18,Raymond Felton,73.0,6.9,1.9,2.5,North Carolina,USA,OKC
1233,2016-17,Reggie Bullock,79.0,4.5,2.1,0.9,North Carolina,USA,DET
1234,2017-18,Reggie Bullock,79.0,11.3,2.5,1.5,North Carolina,USA,DET
1235,2018-19,Reggie Bullock,79.0,11.3,2.7,2.0,North Carolina,USA,LAL
1236,2017-18,Reggie Hearn,77.0,1.0,0.0,0.0,Northwestern,USA,DET
1237,2016-17,Reggie Jackson,75.0,14.5,2.2,5.2,Boston College,USA,DET
1238,2017-18,Reggie Jackson,75.0,14.6,2.8,5.3,Boston College,USA,DET
1239,2018-19,Reggie Jackson,75.0,15.4,2.6,4.2,Boston College,USA,DET
1240,2016-17,Reggie Williams,79.13385826771653,4.5,1.0,0.7,Virginia Military Institute,USA,NOP
1241,2017-18,Richard Jefferson,79.0,1.5,0.9,0.8,Arizona,USA,DEN
1242,2016-17,Richard Jefferson,79.0,5.7,2.6,1.0,Arizona,USA,CLE
1243,2018-19,Richaun Holmes,82.0,8.2,4.7,0.9,Bowling Green,USA,PHX
1244,2016-17,Richaun Holmes,82.0,9.8,5.5,1.0,Bowling Green,USA,PHI
1245,2017-18,Richaun Holmes,82.0,6.5,4.4,1.3,Bowling Green,USA,PHI
1246,2017-18,Ricky Rubio,76.0,13.1,4.6,5.3,None,Spain,UTA
1247,2016-17,Ricky Rubio,76.0,11.1,4.1,9.1,None,Spain,MIN
1248,2018-19,Ricky Rubio,76.0,12.7,3.6,6.1,None,Spain,UTA
1249,2018-19,Robert Covington,81.0,13.3,5.5,1.3,Tennessee State,USA,MIN
1250,2016-17,Robert Covington,81.0,12.9,6.5,1.5,Tennessee State,USA,PHI
1251,2017-18,Robert Covington,81.0,12.6,5.4,2.0,Tennessee State,USA,PHI
1252,2018-19,Robert Williams III,82.0,2.5,2.5,0.2,Texas A&M,USA,BOS
1253,2018-19,Robin Lopez,84.0,9.5,3.9,1.2,Stanford,USA,CHI
1254,2016-17,Robin Lopez,84.0,10.4,6.4,1.0,Stanford,USA,CHI
1255,2017-18,Robin Lopez,84.0,11.8,4.5,1.9,Stanford,USA,CHI
1256,2018-19,Rodions Kurucs,81.0,8.5,3.9,0.8,None,Latvia,BKN
1257,2017-18,Rodney Hood,80.0,14.7,2.8,1.6,Duke,USA,CLE
1258,2018-19,Rodney Hood,80.0,11.2,2.2,1.8,Duke,USA,POR
1259,2016-17,Rodney Hood,80.0,12.7,3.4,1.6,Duke,USA,UTA
1260,2017-18,Rodney McGruder,76.0,5.1,1.8,0.9,Kansas State,USA,MIA
1261,2016-17,Rodney McGruder,76.0,6.4,3.3,1.6,Kansas State,USA,MIA
1262,2018-19,Rodney McGruder,76.0,7.6,3.6,1.7,Kansas State,USA,LAC
1263,2017-18,Rodney Purvis,76.0,6.0,1.7,1.1,Connecticut,USA,ORL
1264,2016-17,Rodney Stuckey,77.0,7.2,2.2,2.2,Eastern Washington,USA,IND
1265,2017-18,Ron Baker,76.0,2.4,1.0,1.6,Wichita State,USA,NYK
1266,2018-19,Ron Baker,76.0,0.9,0.7,1.0,Wichita State,USA,WAS
1267,2016-17,Ron Baker,76.0,4.1,1.9,2.1,Wichita State,USA,NYK
1268,2018-19,Rondae Hollis-Jefferson,79.0,8.9,5.3,1.6,Arizona,USA,BKN
1269,2016-17,Rondae Hollis-Jefferson,79.0,8.7,5.8,2.0,Arizona,USA,BKN
1270,2017-18,Rondae Hollis-Jefferson,79.0,13.9,6.8,2.5,Arizona,USA,BKN
1271,2016-17,Ronnie Price,74.0,1.0,0.8,1.3,Utah Valley,USA,PHX
1272,2016-17,Roy Hibbert,86.0,4.6,3.2,0.4,Georgetown,USA,DEN
1273,2018-19,Royce O'Neale,78.0,5.2,3.5,1.5,Baylor,USA,UTA
1274,2017-18,Royce O'Neale,78.0,5.0,3.4,1.4,Baylor,USA,UTA
1275,2016-17,Rudy Gay,80.0,18.7,6.3,2.8,Connecticut,USA,SAC
1276,2017-18,Rudy Gay,80.0,11.5,5.1,1.3,Connecticut,USA,SAS
1277,2018-19,Rudy Gay,80.0,13.7,6.8,2.6,Connecticut,USA,SAS
1278,2016-17,Rudy Gobert,85.0,14.0,12.8,1.2,None,France,UTA
1279,2017-18,Rudy Gobert,85.0,13.5,10.7,1.4,None,France,UTA
1280,2018-19,Rudy Gobert,85.0,15.9,12.9,2.0,None,France,UTA
1281,2017-18,Russell Westbrook,75.0,25.4,10.1,10.3,UCLA,USA,OKC
1282,2018-19,Russell Westbrook,75.0,22.9,11.1,10.7,UCLA,USA,OKC
1283,2016-17,Russell Westbrook,75.0,31.6,10.7,10.4,UCLA,USA,OKC
1284,2017-18,Ryan Anderson,82.0,9.3,5.0,0.9,California,USA,HOU
1285,2018-19,Ryan Anderson,82.0,2.5,2.2,0.8,California,USA,MIA
1286,2016-17,Ryan Anderson,82.0,13.6,4.6,0.9,California,USA,HOU
1287,2017-18,Ryan Arcidiacono,75.0,2.0,1.0,1.5,Villanova,USA,CHI
1288,2018-19,Ryan Arcidiacono,75.0,6.7,2.7,3.3,Villanova,USA,CHI
1289,2018-19,Ryan Broekhoff,79.0,4.0,1.5,0.5,None,Australia,DAL
1290,2016-17,Ryan Kelly,83.0,1.6,1.1,0.5,Duke,USA,ATL
1291,2016-17,Salah Mejri,86.0,2.9,4.2,0.2,None,Tunisia,DAL
1292,2018-19,Salah Mejri,86.0,3.9,3.6,1.0,None,Tunisia,DAL
1293,2017-18,Salah Mejri,86.0,3.5,4.0,0.6,None,Tunisia,DAL
1294,2018-19,Sam Dekker,81.0,6.1,3.1,1.0,Wisconsin,USA,WAS
1295,2016-17,Sam Dekker,81.0,6.5,3.7,1.0,Wisconsin,USA,HOU
1296,2017-18,Sam Dekker,81.0,4.2,2.4,0.5,Wisconsin,USA,LAC
1297,2016-17,Sasha Vujacic,79.0,3.0,1.4,1.2,None,Slovenia,NYK
